"","district_code","objectid","district_name","6_14_yrs_out_of_school","6_14_yrs_in_private_school","std_1_2_who_can_read_letters_word_more","std_1_2_who_can_recognize_no.s_or_more","std_3_5_who_can_do_subtraction_or_more","std_3_5_who_can_do_read_std1_texts_or_more","single_classroom_primary_schl","single_teacher_primary_schl","primary_school_with_girls_toilet","primary_school_with_boys_toilet","primary_school_with_Drinking_water_facility","gov_primary_school_providing_midDay_meal","gov_primary_school_with_school_managment_committee","TransitionRate_primary_to_UpperPrimary","Retension_Rate_primaryLevel","pupil_teacher_ratio_at_primary_level","pupil_teacher_ratio_at_upper_primary_level","sc_enrollments_in_primary_school","sc_girls_enrollments_in_primary_school","st_enrollment_in_primary_school","st_girls_enrollment_in_primary_school","year","globalid","st_areashape","st_lengthshape","Table.Name","State.Code","Area.Name","Total..Rural..Urban","Age.group","Total.Population...Persons","Total.Population...Males","Total.Population...Females","Educational.level...Graduate.and.above...Persons","Educational.level...Graduate.and.above...Males","Educational.level...Graduate.and.above...Females","Educational.level...Graduate.degree.other.than.technical.degree...Persons","Educational.level...Graduate.degree.other.than.technical.degree...Males","Educational.level...Graduate.degree.other.than.technical.degree...Females","Educational.level...Post.graduate.degree.other.than.technical.degree...Persons","Educational.level...Post.graduate.degree.other.than.technical.degree...Males","Educational.level...Post.graduate.degree.other.than.technical.degree...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Females"
"445",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Total","60+",72588,35037,37551,2706,1740,966,1840,1312,528,467,274,193,66,56,10,49,20,29,5,5,0,1,1,0,277,72,205,1,0,1
"446",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Total","35-59",247099,123506,123593,17940,10724,7216,13505,8667,4838,2904,1404,1500,362,280,82,296,147,149,60,47,13,30,19,11,781,158,623,2,2,0
"447",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","25-29",23843,11778,12065,6189,2871,3318,4273,2207,2066,1265,380,885,358,216,142,116,36,80,22,8,14,8,1,7,147,23,124,0,0,0
"448",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","30-34",19665,9572,10093,4876,2361,2515,3372,1804,1568,1019,346,673,216,137,79,80,38,42,12,6,6,3,2,1,172,27,145,2,1,1
"449",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","35-59",63229,31490,31739,13361,7438,5923,9679,5803,3876,2396,1092,1304,326,245,81,264,132,132,53,42,11,26,16,10,615,106,509,2,2,0
"450",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Rural","15-19",84879,44009,40870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Rural","20-24",63978,31719,32259,2666,1440,1226,2404,1321,1083,161,53,108,71,59,12,6,2,4,0,0,0,0,0,0,24,5,19,0,0,0
"452",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Rural","25-29",58745,29236,29509,3065,1718,1347,2617,1527,1090,327,141,186,48,31,17,9,2,7,1,1,0,1,1,0,62,15,47,0,0,0
"453",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Total","30-34",70319,33989,36330,7030,3642,3388,5172,2936,2236,1267,455,812,237,149,88,88,45,43,13,6,7,5,2,3,246,48,198,2,1,1
"454",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","15-19",29575,14630,14945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","20-24",27065,12889,14176,4538,1903,2635,3473,1511,1962,540,133,407,371,224,147,72,19,53,19,8,11,5,1,4,58,7,51,0,0,0
"456",364,17,"Ranchi",2.4,36.1,68.1,76.7,64.2,38,2.6,22.1,62.11,83,88.3,95.5,85.1,72.5,49.6,29,43,9.8,48.8,43.2,49.7,"2012-13","{053BE2AC-35E5-4FE7-94E7-4E5BD2F2A489}",6077876584.60107,643886.184725164,"C2808STA",20,"District - Ranchi","Urban","60+",16443,7993,8450,2275,1417,858,1522,1061,461,411,233,178,62,52,10,47,19,28,5,5,0,1,1,0,226,46,180,1,0,1
"457",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","25-29",28937,14332,14605,1267,625,642,1044,550,494,159,52,107,21,13,8,2,0,2,1,0,1,1,0,1,39,10,29,0,0,0
"458",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","20-24",31595,15187,16408,981,442,539,885,416,469,49,7,42,28,14,14,3,1,2,0,0,0,0,0,0,16,4,12,0,0,0
"459",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","Total",247254,121562,125692,5780,3253,2527,4759,2833,1926,618,261,357,85,51,34,24,14,10,4,2,2,1,0,1,289,92,197,0,0,0
"460",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","35-59",94205,46909,47296,2293,1483,810,1857,1272,585,264,146,118,20,12,8,7,5,2,2,2,0,0,0,0,143,46,97,0,0,0
"461",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","15-19",2156,1063,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","15-19",38434,19420,19014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","60+",29293,13783,15510,337,226,111,232,173,59,45,24,21,6,5,1,2,1,1,0,0,0,0,0,0,52,23,29,0,0,0
"464",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","Age not stated",233,128,105,4,2,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","30-34",24556,11803,12753,898,475,423,738,420,318,100,32,68,10,7,3,10,7,3,1,0,1,0,0,0,39,9,30,0,0,0
"466",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","Total",12436,5987,6449,1736,868,868,1316,712,604,246,91,155,44,25,19,15,9,6,2,1,1,0,0,0,113,30,83,0,0,0
"467",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","35-59",89628,44738,44890,1607,1117,490,1344,985,359,163,94,69,11,7,4,0,0,0,1,1,0,0,0,0,88,30,58,0,0,0
"468",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","60+",28071,13204,14867,183,138,45,141,112,29,14,10,4,2,2,0,2,1,1,0,0,0,0,0,0,24,13,11,0,0,0
"469",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","20-24",1817,892,925,258,111,147,213,100,113,20,1,19,17,9,8,2,1,1,0,0,0,0,0,0,6,0,6,0,0,0
"470",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Total","Age not stated",234,128,106,4,2,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","Total",234818,115575,119243,4044,2385,1659,3443,2121,1322,372,170,202,41,26,15,9,5,4,2,1,1,1,0,1,176,62,114,0,0,0
"472",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","15-19",36278,18357,17921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","20-24",29778,14295,15483,723,331,392,672,316,356,29,6,23,11,5,6,1,0,1,0,0,0,0,0,0,10,4,6,0,0,0
"474",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","25-29",27499,13632,13867,910,462,448,765,411,354,102,35,67,12,8,4,2,0,2,0,0,0,1,0,1,28,8,20,0,0,0
"475",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Rural","30-34",23331,11221,12110,617,335,282,518,295,223,63,25,38,5,4,1,4,4,0,1,0,1,0,0,0,26,7,19,0,0,0
"476",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","30-34",1225,582,643,281,140,141,220,125,95,37,7,30,5,3,2,6,3,3,0,0,0,0,0,0,13,2,11,0,0,0
"477",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","35-59",4577,2171,2406,686,366,320,513,287,226,101,52,49,9,5,4,7,5,2,1,1,0,0,0,0,55,16,39,0,0,0
"478",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","60+",1222,579,643,154,88,66,91,61,30,31,14,17,4,3,1,0,0,0,0,0,0,0,0,0,28,10,18,0,0,0
"479",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","25-29",1438,700,738,357,163,194,279,139,140,57,17,40,9,5,4,0,0,0,1,0,1,0,0,0,11,2,9,0,0,0
"480",365,5,"Khunti",4.9,20.8,69.8,69.3,58.5,44.4,1.2,28.1,73.74,70,87.7,98.1,88.7,79.7,NA,28,41,6.8,48.7,76.9,48.9,"2012-13","{6E22FD92-6ABF-47BA-A2B0-8EAEFFAB3212}",3103776308.37475,396310.824244495,"C2808STA",20,"District - Khunti","Urban","Age not stated",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","25-29",1812,844,968,472,224,248,344,182,162,69,23,46,14,9,5,2,0,2,0,0,0,0,0,0,43,10,33,0,0,0
"482",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","20-24",2194,1071,1123,365,167,198,309,145,164,25,7,18,20,13,7,6,0,6,0,0,0,0,0,0,5,2,3,0,0,0
"483",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","Age not stated",11,4,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","15-19",3218,1516,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","60+",1324,628,696,160,105,55,104,75,29,32,23,9,0,0,0,1,0,1,0,0,0,0,0,0,23,7,16,0,0,0
"486",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Total","25-29",47807,23469,24338,2784,1349,1435,2307,1188,1119,318,107,211,27,19,8,7,3,4,1,0,1,0,0,0,124,32,92,0,0,0
"487",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","30-34",1612,731,881,376,181,195,283,154,129,60,21,39,5,0,5,2,1,1,0,0,0,0,0,0,26,5,21,0,0,0
"488",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","35-59",5304,2589,2715,1155,708,447,886,596,290,172,80,92,14,7,7,4,4,0,2,1,1,0,0,0,77,20,57,0,0,0
"489",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Urban","Total",15475,7383,8092,2529,1385,1144,1927,1152,775,358,154,204,53,29,24,15,5,10,2,1,1,0,0,0,174,44,130,0,0,0
"490",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Total","Age not stated",203,108,95,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Total","30-34",42320,20229,22091,2231,1320,911,1861,1167,694,259,119,140,12,2,10,6,4,2,1,0,1,1,0,1,91,28,63,0,0,0
"492",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Total","35-59",160218,79679,80539,6599,4768,1831,5565,4218,1347,623,380,243,34,20,14,19,15,4,2,1,1,3,3,0,353,131,222,0,0,0
"493",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Total","60+",58734,28535,30199,750,568,182,549,444,105,78,53,25,4,2,2,5,2,3,1,0,1,0,0,0,113,67,46,0,0,0
"494",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Rural","30-34",40708,19498,21210,1855,1139,716,1578,1013,565,199,98,101,7,2,5,4,3,1,1,0,1,1,0,1,65,23,42,0,0,0
"495",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Rural","Total",416660,206147,210513,12026,7689,4337,10344,6848,3496,1042,552,490,70,43,27,29,20,9,3,0,3,4,3,1,534,223,311,0,0,0
"496",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Rural","15-19",66081,33617,32464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497",366,22,"Gumla",7.6,20.5,59.6,68.9,33.1,26.8,2.3,12,65.39,66,85.3,98.7,94.7,74.6,37.5,29,36,5.7,50,73,49.5,"2012-13","{33A65C21-3C97-466B-B0A0-F992E0687CF4}",6007087087.36147,517187.657165713,"C2808STA",20,"District - Gumla","Rural","Age not stated",192,104,88,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
