"","district_code","objectid","district_name","6_14_yrs_out_of_school","6_14_yrs_in_private_school","std_1_2_who_can_read_letters_word_more","std_1_2_who_can_recognize_no.s_or_more","std_3_5_who_can_do_subtraction_or_more","std_3_5_who_can_do_read_std1_texts_or_more","single_classroom_primary_schl","single_teacher_primary_schl","primary_school_with_girls_toilet","primary_school_with_boys_toilet","primary_school_with_Drinking_water_facility","gov_primary_school_providing_midDay_meal","gov_primary_school_with_school_managment_committee","TransitionRate_primary_to_UpperPrimary","Retension_Rate_primaryLevel","pupil_teacher_ratio_at_primary_level","pupil_teacher_ratio_at_upper_primary_level","sc_enrollments_in_primary_school","sc_girls_enrollments_in_primary_school","st_enrollment_in_primary_school","st_girls_enrollment_in_primary_school","year","globalid","st_areashape","st_lengthshape","Table.Name","State.Code","Area.Name","Total..Rural..Urban","Age.group","Total.Population...Persons","Total.Population...Males","Total.Population...Females","Educational.level...Graduate.and.above...Persons","Educational.level...Graduate.and.above...Males","Educational.level...Graduate.and.above...Females","Educational.level...Graduate.degree.other.than.technical.degree...Persons","Educational.level...Graduate.degree.other.than.technical.degree...Males","Educational.level...Graduate.degree.other.than.technical.degree...Females","Educational.level...Post.graduate.degree.other.than.technical.degree...Persons","Educational.level...Post.graduate.degree.other.than.technical.degree...Males","Educational.level...Post.graduate.degree.other.than.technical.degree...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Females"
"1",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","30-34",12605,6240,6365,227,148,79,181,122,59,37,24,13,1,0,1,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0
"2",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","25-29",13895,6888,7007,338,222,116,269,189,80,57,28,29,2,1,1,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0
"3",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","25-29",133,70,63,12,7,5,10,7,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","20-24",13999,6946,7053,304,193,111,271,174,97,24,12,12,6,6,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
"5",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","Total",1299,695,604,93,63,30,72,51,21,13,8,5,2,1,1,2,0,2,1,1,0,0,0,0,3,2,1,0,0,0
"6",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","20-24",193,115,78,17,9,8,13,7,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"7",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","15-19",18591,9945,8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","35-59",39815,20369,19446,411,300,111,330,250,80,57,39,18,1,1,0,4,1,3,1,1,0,0,0,0,18,8,10,0,0,0
"9",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","60+",14896,7539,7357,19,13,6,14,11,3,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"10",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","15-19",240,114,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","30-34",12742,6318,6424,242,156,86,194,130,64,39,24,15,1,0,1,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0
"12",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","35-59",455,243,212,48,39,9,36,29,7,7,7,0,1,1,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,0
"13",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","60+",140,75,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"14",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","Age not stated",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Urban","30-34",137,78,59,15,8,7,13,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","Total",114552,58330,56222,1344,901,443,1102,769,333,184,106,78,11,8,3,5,1,4,1,1,0,0,0,0,41,16,25,0,0,0
"17",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","15-19",18831,10059,8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","20-24",14192,7061,7131,321,202,119,284,181,103,26,13,13,7,6,1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
"19",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","25-29",14028,6958,7070,350,229,121,279,196,83,59,28,31,2,1,1,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0
"20",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Total","Age not stated",48,26,22,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","Total",113253,57635,55618,1251,838,413,1030,718,312,171,98,73,9,7,2,3,1,2,0,0,0,0,0,0,38,14,24,0,0,0
"22",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","60+",14756,7464,7292,18,13,5,14,11,3,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"23",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","Age not stated",47,26,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",346,16,"Garhwa ",4.8,15.1,48.6,55.2,33.6,23,1.3,12.7,87.36,99,100,99.4,86,77.8,49.2,50,55,26.5,48.8,19.8,49.2,"2012-13","{D6B690F6-DA2E-42A9-B0F7-7B1B9F7E1096}",4961116724.90531,418447.473713841,"C2808STA",20,"District - Garhwa ","Rural","35-59",39360,20126,19234,363,261,102,294,221,73,50,32,18,0,0,0,2,1,1,0,0,0,0,0,0,17,7,10,0,0,0
"25",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","30-34",102,47,55,12,6,6,10,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","Total",803,452,351,79,48,31,66,41,25,12,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","Age not stated",25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","60+",2367,1212,1155,9,4,5,6,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"29",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","35-59",8805,4508,4297,244,176,68,206,156,50,29,16,13,1,1,0,1,1,0,0,0,0,1,1,0,6,1,5,0,0,0
"30",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","15-19",138,78,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","20-24",110,63,47,20,10,10,16,8,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","25-29",95,55,40,11,6,5,10,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","30-34",2808,1403,1405,136,79,57,118,68,50,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"34",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","Total",25909,13043,12866,753,429,324,660,382,278,70,38,32,5,4,1,1,1,0,0,0,0,1,1,0,16,3,13,0,0,0
"35",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","15-19",4632,2289,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","20-24",3678,1805,1873,154,59,95,141,52,89,10,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","25-29",3460,1748,1712,197,105,92,178,98,80,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0
"38",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","30-34",2910,1450,1460,148,85,63,128,73,55,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"39",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","60+",32,14,18,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","60+",2399,1226,1173,10,4,6,7,3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"41",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","35-59",8479,4313,4166,209,150,59,177,133,44,24,14,10,0,0,0,1,1,0,0,0,0,1,1,0,6,1,5,0,0,0
"42",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","35-59",326,195,131,35,26,9,29,23,6,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Total","Age not stated",25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Urban","Age not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","20-24",3568,1742,1826,134,49,85,125,44,81,6,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","25-29",3365,1693,1672,186,99,87,168,93,75,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0
"47",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","Total",25106,12591,12515,674,381,293,594,341,253,58,32,26,4,3,1,1,1,0,0,0,0,1,1,0,16,3,13,0,0,0
"48",347,8,"Chatra",3.6,13.1,64.7,65.5,39.5,27.8,0.2,9,82.1,75,91.9,99.6,19.8,66.8,56.9,39,NA,39.9,48.4,6.1,47.7,"2012-13","{692736C0-B738-47F9-8693-F6350B612678}",4593570337.55477,470172.196730702,"C2808STA",20,"District - Chatra","Rural","15-19",4494,2211,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","15-19",515,296,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","30-34",498,276,222,17,9,8,12,8,4,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","Age not stated",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","35-59",1448,757,691,47,27,20,31,18,13,10,6,4,2,2,0,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0
"53",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","Age not stated",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","Total",3524,1835,1689,30,15,15,21,13,8,7,0,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","35-59",204,107,97,33,22,11,21,14,7,7,6,1,1,1,0,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0
